matrix = [
    [6, 5, 6, 0, 8, 0, 6, 9, 6, 6, 0, 7, 0, 9, 0, 5, 5, 0, 0, 0, 0, 5, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 6, 8, 7, 0, 0, 0, 0, 5, 8, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 9, 8, 8, 7, 16, 9, 8, 6, 8, 6, 0, 0, 0, 9, 0, 6, 12],
    [8, 12, 0, 9, 7, 9, 18, 7, 6, 6, 8, 0, 8, 7, 5, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 0, 0, 0, 0, 0, 0, 7, 8, 9, 7, 5, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 9, 19, 7, 8, 0, 0, 9, 8, 9, 6, 14, 9, 13, 0, 8, 8, 0, 8, 6, 13, 8, 8, 5, 7, 11, 7, 7, 9],
    [7, 7, 5, 16, 9, 6, 5, 9, 0, 9, 5, 8, 9, 9, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 5, 6, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 5, 6, 0, 8, 7, 0, 6, 7, 16, 17, 7, 0, 0, 7, 7, 16, 0, 8, 6, 9, 7, 6, 18, 9, 6, 5, 7, 0],
    [0, 15, 0, 6, 5, 7, 5, 0, 0, 7, 9, 7, 0, 5, 0, 5, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 7, 12, 12, 8, 9, 5, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 0, 0, 8, 7, 6, 7, 5, 0, 11, 0, 5, 0, 6, 9, 14, 5, 0, 6, 10, 8, 8, 6, 8, 6, 0, 6, 0, 10, 10],
    [15, 9, 0, 0, 9, 0, 17, 14, 0, 0, 0, 0, 5, 6, 14, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 17, 6, 5, 7, 6, 8, 5, 6, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 0, 8, 9, 7, 17, 8, 0, 8, 0, 9, 9, 8, 8, 8, 8, 15, 8, 0, 8, 6, 5, 12, 0, 8, 8, 6, 5, 9, 8, 5],
    [7, 8, 19, 8, 8, 0, 8, 9, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 7, 6, 8, 0, 8, 6, 7, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 14, 6, 9, 6, 0, 6, 8, 9, 5, 6, 0, 8, 5, 0, 8, 8, 0, 8, 11, 9, 7, 7, 0, 6, 9, 8, 7, 6, 8, 10, 0],
    [0, 0, 8, 0, 7, 6, 0, 12, 6, 16, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 5, 6, 9, 7, 8, 0, 0, 8, 0, 5, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7, 7, 7, 7, 6, 9, 6, 9, 0, 9, 6, 0, 0, 0, 0, 0, 0, 9, 5, 0, 0, 9, 0, 0, 13, 0, 5, 8, 5, 0, 5],
    [0, 9, 9, 5, 9, 0, 7, 5, 7, 5, 0, 9, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 0, 5, 0, 7, 6, 7, 5, 9, 6, 8, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 6, 9, 0, 6, 0, 6, 16, 7, 9, 12, 7, 7, 9, 0, 0, 0, 0, 0, 5, 8, 0, 16, 9, 9, 18, 9, 16, 8, 8, 12],
    [9, 5, 7, 0, 8, 9, 8, 7, 8, 7, 8, 9, 5, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 5, 6, 0, 17, 9, 8, 12, 5, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 6, 8, 0, 0, 7, 8, 5, 0, 6, 5, 0, 0, 9, 9, 7, 0, 7, 0, 0, 0, 0, 0, 19, 5, 0, 5, 5, 5, 16, 8, 8],
    [0, 7, 7, 5, 5, 0, 8, 9, 5, 9, 8, 8, 8, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5, 16, 0, 8, 7, 9, 8, 9, 11, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 17, 7, 9, 5, 7, 6, 5, 7, 0, 9, 0, 5, 9, 0, 5, 7, 0, 0, 0, 0, 9, 0, 5, 5, 0, 0, 6, 13, 9, 0],
